,loc_name,loc_rating,total_rating,latitude,longitude,query
2850,M Shopping Pakistan - Online Shopping Store,4.8,14.0,31.4295011,74.3485285,'electronics store'
2851,Airport Square,5.0,1.0,31.5227424,74.4136868,'airport'
2852,Singapore Fish Aquarium,4.6,7.0,31.4820058,74.2510825,'aquarium'
2853,Agha Petrol آغا پٹرول,,,31.4632106,74.103441,'gas station'
2854,Jamia Masjid,4.8,241.0,31.439569,74.213518,'mosque'
2855,Dr.Sanam Tahir physiotherapy and rehabilitation Clinic,,,31.4481134,74.3689968,'physiotherapist'
2856,Police Khidmat Markaz Lahore Chamber of commerce & Industries,2.0,4.0,31.5477691,74.3320105,'police'
2857,Chinese Golden Wok,4.4,16.0,31.4326485,74.3539104,'restaurant'
2858,Hemkund Taxi Stand,4.3,3.0,30.9703789,74.9858562,'taxi stand'
2859,Kids Star Park,3.8,10.0,31.3077128,74.2346671,'zoo'
2860,Staff Parking,2.0,1.0,31.4722468,74.4096396,'parking'
2861,Al madina shfakhana hwanat,,,31.3305167,74.1080051,'doctor'
2862,Azadi Museum,3.3,9.0,31.6039887,74.564205,'museum'
2863,Chahyay: Buy Online Furniture & Decor in Pakistan,5.0,27.0,31.4746254,74.3783938,'home goods store'
2864,Hassan & Hussain Lawyer's Constellation,5.0,5.0,31.5616662,74.3105676,'lawyer'
2865,Mosque,,,31.283595,74.182316,'mosque'
2866,Zubaida Traders,5.0,2.0,31.2571865,74.2276608,'supermarket'
2867,Town Filling Station- Total Petrol Station,4.0,54.0,31.522809,74.28299,'gas station'
2868,Dhyan Singh mandir,5.0,1.0,31.5918928,74.3197079,'hindu temple'
2869,صنم بیوٹی پارلر ®™,,,31.5402042,74.1569522,'spa'
2870,Ittehad Laundry,3.0,1.0,31.5256044,74.2875428,'laundry'
2871,GUARDIAN ASSOCIATES,,,31.3978131,74.1754244,'lawyer'
2872,al nadeem painter,,,31.1146864,74.460148,'painter'
2873,Government Primary school Basti Sulemanabad,5.0,1.0,31.1957648,74.3970375,'primary school'
2874,Begam Shahi Mosque,4.8,5.0,31.5870643,74.3177556,'mosque'
2875,Liberty Roundabout Park,4.6,2254.0,31.5107032,74.3407454,'zoo'
2876,Speed wash auto care bahria town,4.1,127.0,31.3772806,74.1815412,'car wash'
2877,Haji Amanat Ali & Sons Clothing Store,4.5,6.0,31.3838808,74.1476164,'clothing store'
2878,MCB Bank - Fortress Stadium,4.8,5.0,31.5331703,74.3618456,'stadium'
2879,Al noor karyana store and gas center,5.0,1.0,31.4546278,74.0601833,'supermarket'
2880,BMS Bethel Church,,,31.2344824,74.2119614,'church'
2881,Hospital Parking,,,31.3143065,74.2032581,'parking'
2882,Drug emporium,4.5,2.0,31.5836092,74.3823682,'drugstore'
2883,Babar Restaurant,,,31.2967431,74.1646238,'restaurant'
2884,The Savvy School Ali Campus,5.0,1.0,31.2609176,74.4171829,'school'
2885,Usman Super Store Sweet and Bakers,4.1,284.0,31.4698886,74.3879278,'store'
2886,Hot and Spice Burgers and Fast Food,3.7,3.0,31.493697,74.4060904,'bar'
2887,Nawaz Auto WorkShop,4.7,48.0,31.4644661,74.3137425,'car repair'
2888,IMRAN GENRAL STORE,,,31.2349834,74.2098784,'movie theater'
2889,INOX,4.3,4623.0,31.658368,74.8783986,'movie theater'
2890,Centeral Laboratory University of Punjab Lahore,,,31.5013851,74.307079,'university'
2891,MADINA AIMS SCHOOL SYSTEM,4.4,5.0,31.5224421,74.2790103,'school'
2892,Fresh Sweets & Bakes,4.0,70.0,31.4137664,74.2223894,'bakery'
2893,Jamia Mosque Hanfiya,4.4,5.0,31.2490436,74.2201245,'mosque'
2894,Arammish Gulberg Branch,4.3,136.0,31.5275078,74.3363657,'spa'
2895,Post Office RA bazar.,4.3,8.0,31.5052557,74.3825405,'post office'
2896,Govt Girls Elementary School,5.0,2.0,31.249975,74.0604365,'school'
2897,Care Homeo clinic,5.0,2.0,31.565095,74.2897704,'doctor'
2898,Zaks fitness hub,4.6,19.0,31.5254196,74.2805668,'gym'
2899,The Best art gallery,4.9,17.0,31.5130351,74.3511197,'museum'
2900,𝐀𝟐𝐙 𝐈𝐍𝐓𝐄𝐑𝐍𝐀𝐓𝐈𝐎𝐍𝐀𝐋 𝐇𝐎𝐋𝐃𝐈𝐍𝐆𝐒 𝐏𝐕𝐓 𝐋𝐈𝐌𝐈𝐓𝐄𝐃,5.0,25.0,31.4301282,74.3383271,'plumber'
2901,Nini Shoes,5.0,4.0,31.5669936,74.2959718,'shoe store'
2902,Joiya General Store,3.0,2.0,31.5567926,74.1663778,'store'
2903,Bata Shoe Store Bedian Road,3.8,112.0,31.4641051,74.434618,'shoe store'
2904,Lahore Civil Court (Cooperative Building),4.3,3.0,31.5688138,74.3030902,'courthouse'
2905,Lahore Zoo,4.3,32160.0,31.5566123,74.3263366,'zoo'
2906,Its Pretty Spot,,,31.4336621,74.311784,'jewelry store'
2907,Ahmad and Brothers Super Store,,,31.5922023,74.4388452,'convenience store'
2908,Pakistan Ways Cargo Transport Company,,,31.3766947,74.1917461,'moving company'
2909,Bushra and Zaro Beauty Salon,4.0,46.0,31.4889978,74.3256612,'beauty salon'
2910,Police Training School CCPL,5.0,4.0,31.5662679,74.3340126,'police'
2911,Ziarat Ul Hateem Travel And Tours,,,31.2488834,74.218998,'travel agency'
2912,Shah Jamal Park,4.2,18.0,31.5288284,74.3312169,'park'
2913,MCB Bank,4.2,10.0,31.5443941,74.4201211,'bank'
2914,AUTO LIFE,5.0,5.0,31.3759779,74.1696694,'car repair'
2915,Drugs.comPharmacy,5.0,5.0,31.4057346,74.1699121,'pharmacy'
2916,IQBAL MODEL SCHOOL 🏫,,,31.5118249,74.2585704,'primary school'
2917,Nawab Market,5.0,4.0,31.5252303,74.1466059,'supermarket'
2918,ہاشــــــــم علی رضـــوی,5.0,1.0,31.2447683,74.3798259,'storage'
2919,Baba Kala Mehar Jalal,4.3,7.0,30.4772384,75.1464458,'synagogue'
2920,Amna park,4.1,83.0,31.5598,74.399236,'zoo'
2921,Muneeb shoes Collection,5.0,1.0,31.4621093,74.0970818,'shoe store'
2922,funny tahreer painter in kalaske,5.0,1.0,32.2418833,74.0166688,'painter'
2923,B Block Park,4.0,65.0,31.4052803,74.1674191,'park'
2924,مسجد محمدالرسول اللہ(اہلحدیث),5.0,1.0,31.4099448,74.3593616,'mosque'
2925,VRI Parking Garage,5.0,2.0,31.5498424,74.398891,'parking'
2926,OyFixer Lahore | Electrician | Plumber | AC Service | Carpenter,4.2,120.0,31.4669781,74.3100202,'electrician'
2927,Mount Everest Dry Cleaners And Steam Laundry,,,31.5497184,74.3774796,'laundry'
2928,Great Chancellors High School,4.4,9.0,31.2477052,74.2006179,'school'
2929,Dr Sarwat Clinic Physiotherapist,5.0,3.0,31.2516468,74.2215176,'physiotherapist'
2930,Rida's Salon & SPA For men,4.3,8.0,31.4731738,74.3763915,'spa'
2931,NASIR GENERAL STORE AND TOBACCO,,,31.5208896,74.2700535,'store'
2932,Mini Zoo,3.8,77.0,31.5067015,74.3332236,'zoo'
2933,Dr Maria Hussain physiotherapy Clinic,5.0,3.0,31.4916711,74.3429536,'physiotherapist'
2934,Awais Electronics,4.5,2.0,31.5491403,74.3801272,'electronics store'
2935,Rizwan Hardware Store,3.1,7.0,31.4859363,74.415325,'hardware store'
2936,Bashir's properties,5.0,2.0,31.3168346,74.388249,'real estate agency'
2937,Punjab Education Endowment Fund,4.2,18.0,31.5140933,74.302124,'local government office'
2938,Kanzul Iman Beacon School,,,31.4982592,74.2587637,'school'
2939,Health Pharmacy,4.5,2.0,31.4227767,74.2619854,'drugstore'
2940,Fazal Din's Pharma Plus,4.5,8.0,31.3763628,74.1855814,'drugstore'
2941,Blazon Salon,3.9,171.0,31.3763434,74.1863126,'hair care'
2942,Lahore Parking Company,3.6,8.0,31.4756243,74.3429269,'local government office'
2943,جنازگاہ,,,31.4586369,74.0932845,'cemetery'
2944,RAMZAN FILLING STATION- Total Petrol Station,4.0,296.0,31.4458771,74.3550878,'gas station'
2945,Zaywarish,,,31.4099293,74.3599212,'jewelry store'
2946,PSO Fuelling Station,3.6,28.0,31.4301877,74.3572997,'gas station'
2947,National Hospital Car Parking,4.0,50.0,31.4843796,74.3964338,'parking'
2948,Parking,4.2,33.0,31.5209556,74.4167494,'parking'
2949,N.D.S SCHOOL AND ACADEMY,5.0,5.0,31.3155095,74.4349588,'secondary school'
2950,Phool Book Depot,5.0,1.0,31.2504852,74.1313703,'book store'
2951,Warburton,5.0,1.0,31.539442,73.8141773,'light rail station'
2952,Beit Daniel,4.2,223.0,32.0960464,34.7917549,'synagogue'
2953,Khan baba general store,5.0,2.0,31.6188293,74.2621919,'home goods store'
2954,Bhatti park,4.6,13.0,31.5308622,74.3099694,'park'
2955,Dr. Ali Haider Physiotherapist,4.9,11.0,31.5692269,74.411832,'physiotherapist'
2956,F Block Park,4.4,75.0,31.3226276,74.374207,'park'
2957,Precious birds and pets point,5.0,1.0,31.6007706,74.2302386,'pet store'
2958,Shanam Departmental Store,4.0,360.0,31.5724937,74.4188524,'store'
2959,Fazal Karim Furnitures,3.6,18.0,31.4783413,74.1181424,'furniture store'
2960,The Trust School Green Town Campus,4.3,37.0,31.4315531,74.2956595,'school'
2961,Jamiya Masjid Noor Sagiyan Khord,4.6,14.0,31.5725559,74.1949803,'mosque'
2962,The Knowledge School Township Campus,4.5,2.0,31.4493318,74.3014142,'school'
2963,FromYouFlowers.pk,5.0,4.0,31.4726181,74.3748486,'florist'
2964,Moeed Usman Mughal House,5.0,1.0,31.4286434,74.1729433,'home goods store'
2965,Army General Store,3.7,7.0,31.4243697,74.2972057,'home goods store'
2966,Habib Insurance Co Ltd,4.5,8.0,31.4746664,74.2716116,'insurance agency'
2967,Badhan Jathere Sain Baradri,,,31.1217281,75.7718642,'synagogue'
2968,Lahori Rent A Car Lahore - Without Driver,4.3,17.0,31.4757774,74.2804072,'car rental'
2969,E Block Park,4.1,175.0,31.482228,74.2603902,'park'
2970,AC Machanic,5.0,4.0,31.3582862,74.2354641,'electrician'
2971,Mughal store,4.4,10.0,31.5479506,74.403237,'supermarket'
2972,Awais Book Dept,4.2,20.0,31.4283307,74.1771223,'book store'
2973,Saeed Advocate,,,31.5244304,74.2737889,'lawyer'
2974,THE HIDEOUT ( BAR & LOUNGE ),4.9,16.0,31.6577638,74.8763043,'night club'
2975,Kap Godown,,,31.5714402,74.2762967,'storage'
2976,ڈاکٹر شاھد اعوان,,,31.4308632,74.3672228,'doctor'
2977,Jamia Masjid Haider-E-Karar AS,,,31.3426678,74.134267,'mosque'
2978,BANK OF PUNJAB ATM,5.0,2.0,31.5350253,74.345265,'atm'
2979,Master Tours,,,31.5214604,74.356925,'car rental'
2980,Sovereign Warehouse Unit #2,4.8,5.0,31.2952499,74.1787338,'storage'
2981,Brotherhood Synagogue,4.3,38.0,40.73706,-73.9853849,'synagogue'
2982,Masjid Ibrahim Ahle-Hadees,4.9,82.0,31.5500692,74.3575287,'mosque'
2983,Abdul-Hameed Kiryana Store,5.0,4.0,31.4632106,74.103441,'store'
2984,Foji Auto's,,,31.2513248,74.2208421,'car repair'
2985,GREEN SCHOOL SYSTEM,5.0,1.0,31.3988188,74.2289577,'school'
2986,Akbar Flour Shop (اکبر آٹا چکّی),4.7,3.0,31.4783325,74.3054623,'home goods store'
2987,Euro Fabrics,5.0,1.0,31.3365986,74.3887425,'clothing store'
2988,Teesside University Regional Office,,,31.4835736,74.3952808,'university'
2989,Quaid-e-Azam School,4.8,5.0,31.4644819,74.3026869,'school'
2990,Green Chilli Restaurant Al Khan Plaza,3.5,41.0,31.3067672,74.167074,'restaurant'
2991,Malik Supper Store,,,31.2517606,74.1311838,'supermarket'
2992,Apni Dukaan,2.0,1.0,31.4809875,74.3874949,'convenience store'
2993,Malik Sweets & Bakers,4.8,12.0,31.38414,74.14866,'bakery'
2994,Fire Brigade Cantt,,,32.514527,74.5584573,'fire station'
2995,CNS Rent a Car Lahore - With Driver Cars,4.0,5.0,31.3812507,74.3636637,'car rental'
2996,Nishat Linen factory outlet,4.1,774.0,31.4023688,74.3605341,'clothing store'
2997,Lahore American School,4.0,65.0,31.5470138,74.3534321,'school'
2998,Whipped by Hafsa Atir,4.9,14.0,31.441622,74.4058162,'night club'
2999,Roshan Real Estate Consultants,5.0,3.0,31.3874386,74.3609641,'real estate agency'
3000,Go Car Wash,4.4,8.0,31.4344187,74.3557363,'car wash'
3001,Shahzad Hotel and Restaurant,4.3,43.0,31.2710951,74.0468124,'restaurant'
3002,Physiogic Physiotherapy Clinic,4.9,192.0,31.4422512,74.2686015,'physiotherapist'
3003,Dolphin Park,,,31.3847615,74.1646175,'park'
3004,Block T Park,4.2,258.0,31.5207133,74.3545318,'park'
3005,Pup & Pets,5.0,4.0,31.4506041,74.3967107,'pet store'
3006,IRS Associates,5.0,2.0,31.5451738,74.4184315,'casino'
3007,Islamic Research Council,4.9,10.0,31.4987831,74.3301391,'library'
3008,Nabeel Kryana Store,3.0,3.0,31.5565876,74.1646993,'store'
3009,A.W Travel & Tours,5.0,1.0,31.3704949,74.3665537,'travel agency'
3010,Izhar foster,5.0,1.0,31.5176924,74.2777095,'storage'
3011,Physiotherapy Centre,1.0,1.0,31.4442711,74.3062643,'physiotherapist'
3012,Allied Bank Ltd,3.3,7.0,31.4149076,74.2545265,'bank'
3013,Church,,,31.5774327,74.4952311,'church'
3014,Adnan plumber lala sentry shop,5.0,1.0,31.5448581,74.4203605,'plumber'
3015,Suraiya Departmental Store,,,31.4695754,74.3331175,'department store'
3016,Baba's cafe,4.8,5.0,31.4523917,74.2898215,'cafe'
3017,Taxi stand Butala,,,31.6087958,75.3242767,'taxi stand'
3018,Govt. Elementary School Chak 23 Northern Rajpotanwala,5.0,1.0,31.5495429,74.1372251,'school'
3019,"""miraj & miraj law associate""",,,31.5440886,74.3839007,'lawyer'
3020,touhy Spine & Joint Center,5.0,2.0,31.4719079,74.2543256,'doctor'
3021,Seven Stars,4.6,5.0,31.1916644,73.9404952,'roofing contractor'
3022,Sharqpur city rent a car Taxi Service,5.0,2.0,31.4603456,74.1011863,'car rental'
3023,The Life Line Pharmacy,,,31.3732364,74.3655944,'pharmacy'
3024,Masha Allah Shop,3.4,5.0,31.2479017,74.2088189,'shopping mall'
3025,Faheem Ali International Kingdom,,,31.5569576,74.3587464,'museum'
3026,Masjid Islam,,,31.438784,74.3725812,'mosque'
3027,NEW PAKISTAN CAFE,4.5,2.0,31.5454142,74.4177516,'cafe'
3028,Qurban Police Lines,4.3,57.0,31.5321019,74.3581677,'police'
3029,Al Mawsim Real Estate & Builders,5.0,5.0,31.4122049,74.1633506,'real estate agency'
3030,Odeon Hair Salon & PC Laundry,4.1,338.0,31.5237528,74.3463392,'laundry'
3031,State Life Insurance Office,4.7,3.0,31.5198463,74.2925226,'insurance agency'
3032,Physiotherapy Posture and Fitness,,,31.3765449,74.1925705,'physiotherapist'
3033,Amin Brothers Store,4.7,10.0,31.5645325,74.3839354,'supermarket'
3034,Mega thrift store,5.0,14.0,31.4191175,74.2649746,'clothing store'
3035,Surgimed Hospital,3.2,294.0,31.5381104,74.3509838,'hospital'
3036,Klara Shoes,4.3,6.0,31.4680526,74.3423356,'shoe store'
3037,Grocery store,3.8,5.0,31.5343071,74.3163005,'store'
3038,PCOM Gym,4.6,41.0,31.5452465,74.3408091,'gym'
3039,Jamia Masjid Noor,4.8,70.0,31.4678112,74.3137003,'mosque'
3040,Mohsin Electronics,,,31.49216,74.3768,'electronics store'
3041,Nbp abid store,,,31.4700597,74.3404425,'store'
3042,Toys4Rent,,,31.3543706,74.2560806,'library'
3043,Goraya Service Station,,,31.257059,74.2350174,'car wash'
3044,PURPOSEPOLY,,,31.3530846,74.1271314,'home goods store'
3045,The Dental Suite,5.0,34.0,31.5076488,74.3495958,'dentist'
3046,Hospitals Car Park,,,31.5363518,74.3391887,'parking'
3047,Taxi Stand,3.0,2.0,30.8324868,72.7966648,'taxi stand'
3048,Sightseeing Pakistan,5.0,3.0,31.5314861,74.352757,'tourist attraction'
3049,Teeth And Gums - Best Veneers in Lahore,5.0,20.0,31.5105226,74.3522772,'dentist'
3050,Police Station Gujjarpura,3.6,14.0,31.597172,74.3575608,'police'
3051,bhomekitchen,,,31.403247,74.2560357,'home goods store'
3052,Samad Market,,,31.5706112,74.3274621,'supermarket'
3053,Mustafa Library,4.6,22.0,31.4794176,74.3621106,'library'
3054,Quality Cars - Dealership,4.8,4.0,31.4469251,74.2739123,'car dealer'
3055,Dr. Shehla Batool | Best Dentist in Lahore | Best Root Canal Center | Best Implant Dentist in Lahore,5.0,7.0,31.4697435,74.2738946,'dentist'
3056,beauty porlar,,,31.5394941,74.2780855,'library'
3057,Pakistan Post Office,5.0,1.0,31.4273583,74.3827012,'post office'
3058,Al-Shamas Moterd,,,31.2877438,74.0620046,'car dealer'
3059,Brothers Electronic,3.0,1.0,31.5975712,74.3899952,'electronics store'
3060,Jamiat Public School,4.5,2.0,31.5451094,74.2723696,'school'
3061,Ittefaq Furniture House&Foam Centre,3.0,9.0,31.4379597,74.0341777,'home goods store'
3062,Imran Homes,,,31.5247865,74.2769199,'home goods store'
3063,Bank Al Habib,3.6,19.0,31.5474983,74.3800046,'bank'
3064,Damna Jewellers,5.0,2.0,31.509515,74.3461299,'jewelry store'
3065,Nafees Furniture Showroom,5.0,2.0,31.4322844,74.0211818,'furniture store'
3066,The University of Lahore,4.3,3910.0,31.3909416,74.2416731,'university'
3067,پاک آفریدی کارگو اینڈ بس سروس,1.0,1.0,31.6065557,74.3046257,'storage'
3068,State life Paragon,5.0,1.0,31.5287338,74.4555866,'insurance agency'
3069,Hms Locksmith,4.9,211.0,42.3398845,-71.123144,'locksmith'
3070,Mosque,4.5,12.0,31.3578191,74.2296861,'mosque'
3071,Punjab Book Depot,4.2,119.0,31.6176033,74.2690973,'book store'
3072,Nauman Hardware & Scentry Store,,,31.4508675,74.3462314,'hardware store'
3073,Shoeper Hero,4.7,9.0,31.4730689,74.3778685,'laundry'
3074,Pass Section SAPS LHE,,,31.5203696,74.3587473,'airport'
3075,Suraj Nath Mandir,3.0,2.0,31.6653317,74.5822496,'hindu temple'
3076,Let Go Cleaning & Janitorial Services,5.0,13.0,31.5419151,74.3310425,'movie theater'
3077,M Tufail Engineering Works,,,31.2504935,74.2108696,'storage'
3078,Helpline by Dr.Ambar Riaz,5.0,1.0,31.5101275,74.1005044,'doctor'
3079,Sodiwal General Store,4.3,264.0,31.535848,74.2861997,'store'
3080,Javed Oil Store,4.5,2.0,31.3569893,74.3712509,'gas station'
3081,Khaima Wali Masjid,4.8,46.0,31.4567641,74.2758643,'mosque'
3082,STEEL OFFICE FURNITURE & STORAGE EQUIPMENT BY FAENGINEERING,,,31.4302209,74.3245285,'storage'
3083,mughal electric store,,,31.6297101,74.2735962,'electronics store'
3084,KAZIM SHAH HOME,,,31.5374374,74.2881383,'home goods store'
3085,Army Public School,4.1,21.0,31.5506343,74.4385223,'school'
3086,Sheikhoo Restaurant,4.0,259.0,31.541455,74.3030162,'restaurant'
3087,Salwa Sweets & Bakers,4.4,109.0,31.5810638,74.3875351,'bakery'
3088,Govt. Shuhada-e-APS Model Girls High School,4.2,28.0,31.4841145,74.3209977,'school'
3089,Madni Dasi Atta Chaki,5.0,1.0,31.5588514,74.3885371,'supermarket'
3090,Lahore Water Park,4.4,71.0,31.4155898,74.3332058,'amusement park'
3091,Shahdara Bagh,3.9,94.0,31.6267194,74.2906914,'transit station'
3092,Alhuda School,3.8,5.0,31.5249494,74.2765791,'school'
3093,Ups store,,,31.2713504,74.4122929,'store'
3094,Taj Din Pharmacy,,,31.245661,74.210686,'pharmacy'
3095,Saeed karyana store,3.5,2.0,31.3107117,74.1598306,'supermarket'
3096,St. Paul Church,5.0,2.0,31.4768278,74.3476924,'church'
3097,Scheme Stadium,,,31.259414,74.1166301,'stadium'
3098,St Luke s Church Janjatta Raiwind diocese Church of Pakistan,,,31.3625457,74.2433406,'church'
3099,Peer Saif Ullah Khalid Cemetery,5.0,2.0,31.5494258,74.3723147,'cemetery'
3100,AA Shopping Mall,,,31.5172547,74.3451031,'shopping mall'
3101,Al Fatah Home,4.2,33.0,31.3026954,74.3982883,'real estate agency'
3102,Baloch Gym,4.2,97.0,31.5550651,74.310852,'gym'
3103,Movenpack,5.0,3.0,31.5341468,74.3461463,'moving company'
3104,Muhammadi Hardware & Sanitary Store,4.6,27.0,31.4531262,74.3220079,'hardware store'
3105,AL MADINA PLAZA,,,31.4394927,74.3551231,'storage'
3106,Razzaq Electric Hardware and Sanitary Store,4.0,5.0,31.4005351,74.1678975,'hardware store'
3107,STAR CYCLE LAHORE,5.0,1.0,31.5683491,74.3115524,'bicycle store'
3108,Pakistan post office,,,31.466707,74.349402,'local government office'
3109,Al-Hafeez Shopping Mall,3.5,18.0,31.4654073,74.3159259,'shopping mall'
3110,house of imported goods,1.0,1.0,31.4740512,74.2991368,'home goods store'
3111,M. Iqbal Super Store,5.0,4.0,31.5409144,74.2949542,'supermarket'
3112,Govt. Girls Higher Secondary School,,,31.2215376,74.2577881,'secondary school'
3113,Govt Girls Primary School,,,31.2060873,73.9809125,'primary school'
3114,Saint John's Church,4.7,52.0,31.4688983,74.3335535,'church'
3115,Doctors Medical Center Jia Bagga Raiwind Lahore,5.0,1.0,31.3279609,74.2878556,'doctor'
3116,Arshad Rent A Car,5.0,2.0,31.4543176,74.3189189,'car rental'
3117,Janaza Gah Masanda Virkan,,,31.8913121,73.8903734,'funeral home'
3118,Govt Boys High School Burj Attari,3.6,9.0,31.5739033,74.197442,'secondary school'
3119,Forever Bakery,4.2,541.0,31.439539,74.272834,'bakery'
3120,ATM Bank Al Falah,3.0,1.0,31.5018591,74.3638069,'atm'
3121,Orchard Dental & Medical Care,5.0,1.0,31.3160389,74.2189886,'dentist'
3122,Abbas Pan Shop,5.0,5.0,31.5259432,74.2926948,'liquor store'
3123,Shaheen Group of School and Collages,4.4,17.0,31.3076826,74.3908365,'school'
3124,DHC AQUARIUMS,5.0,1.0,31.389192,74.1768251,'aquarium'
3125,Hamail Art Galleries,4.2,63.0,31.5148233,74.3479473,'art gallery'
3126,Nasser painter raiwind,,,31.2398901,74.2215328,'painter'
3127,Paf Stadium Wedding Ground,4.4,33.0,31.5152378,74.3793672,'stadium'
3128,Rafiq Laundry,5.0,2.0,31.5609693,74.3968201,'laundry'
3129,Zahoor Hardware Store,4.2,66.0,31.5751654,74.3291799,'hardware store'
3130,Rauf & Company,4.8,6.0,31.5687065,74.312233,'lawyer'
3131,Al Rayan Travels,,,31.4648737,74.0972176,'travel agency'
3132,SUGHRA PHYSIOTHERAPY & POLYCLINIC,5.0,1.0,31.2713504,74.4122929,'physiotherapist'
3133,Govt High School Sharqpur Sharief,4.8,16.0,31.4640274,74.1024096,'school'
3134,Nagina Model Pharmacy,4.7,7.0,31.4396055,74.3116784,'drugstore'
3135,MASHALLAH STORE,5.0,4.0,31.469293,74.319209,'supermarket'
3136,TRAVEL SPOT,4.6,7.0,31.467737,74.317272,'travel agency'
3137,Rehman Electronics,5.0,1.0,31.5301904,74.3221095,'electronics store'
3138,Ittehad Park,4.3,20.0,31.549015,74.3705396,'park'
3139,Bank Islami,4.0,6.0,31.4614624,74.4134075,'bank'
3140,SNGPL Parking Lot 2,4.0,4.0,31.5589278,74.3316507,'parking'
3141,Loshi Super Store,,,31.3465264,73.9356195,'aquarium'
3142,Al-Makkah Dryclean And Steam Laundry,5.0,2.0,31.4650907,74.21394,'laundry'
